Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
70,3.0,0.0,0.0,898.0,10.0,98.0,4100.0,0.1,54.907000000000004,0.0,0.0,937.5071537494659,,,,,,,,,,,,,,,,,,,,,19.888091935996176,16.175691671767307,53.064042010250866,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,957.0,11.0,59.0,4159.0,0.1,30.607000000000024,0.0,0.0,943.6091606616974,,,,,,,,,,,,,,,,,,,,,9.814545969998559,9.63904579783235,30.088087875433075,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1041.0,12.0,84.0,4243.0,0.1,43.50600000000001,0.0,0.0,951.9944159984589,,,,,,,,,,,,,,,,,,,,,15.910254578869566,12.51532235074109,42.254004370110806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1088.0,13.0,47.0,4290.0,0.1,20.707000000000026,0.0,0.0,956.8701214790344,,,,,,,,,,,,,,,,,,,,,6.09599705213412,6.531075992511395,20.461390458075385,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1153.0,14.0,65.0,4355.0,0.1,30.30800000000003,0.0,0.0,963.2638664245605,,,,,,,,,,,,,,,,,,,,,11.152127028090428,8.771998442194867,29.64236683447625,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1190.0,15.0,37.0,4392.0,0.1,21.705000000000016,0.0,0.0,967.1443936824799,,,,,,,,,,,,,,,,,,,,,7.427807825836234,7.3944711161484244,21.473095829006244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1247.0,16.0,57.0,4449.0,0.1,27.819000000000035,0.0,0.0,973.0694711208344,,,,,,,,,,,,,,,,,,,,,7.587491909291212,9.26163512154138,27.44136825631478,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1358.0,17.0,111.0,4560.0,0.1,60.608,0.0,0.0,984.1006603240967,,,,,,,,,,,,,,,,,,,,,23.69598941768309,17.490081213913346,58.093874830423196,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1447.0,18.0,89.0,4649.0,0.1,62.30999999999999,0.0,0.0,992.9533884525299,,,,,,,,,,,,,,,,,,,,,24.89299368779451,19.977221518224784,60.21489313315945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1487.0,19.0,40.0,4689.0,0.1,16.608000000000015,0.0,0.0,997.0009365081787,,,,,,,,,,,,,,,,,,,,,4.554739914289349,5.348319289672367,16.45871136745197,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1689.0,20.0,202.0,4891.0,0.1,115.9069999999997,0.0,0.0,1016.8779375553131,,,,,,,,,,,,,,,,,,,,,42.19293286758309,30.23149404892705,107.5991181980261,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,212.0,1.0,212.0,5103.0,0.1,133.60599999999985,0.0,0.0,1334.6526319980621,,,,,,,,,,,,,,,,,,,,,55.29928147221642,34.359305686930384,122.12668356834317,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,277.0,2.0,65.0,5168.0,0.1,36.30699999999999,0.0,0.0,1341.157220840454,,,,,,,,,,,,,,,,,,,,,15.238603836835184,11.541468838728289,35.38722982302194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,367.0,3.0,90.0,5258.0,0.1,42.807,0.0,0.0,1350.1515126228333,,,,,,,,,,,,,,,,,,,,,15.684335387714855,12.644794024496356,41.478324986754174,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,465.0,4.0,98.0,5356.0,0.1,62.507999999999996,0.0,0.0,1359.9867396354675,,,,,,,,,,,,,,,,,,,,,23.50693467252354,18.947137531481935,60.324909896976756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,590.0,5.0,125.0,5481.0,0.1,83.906,0.0,0.0,1372.454617023468,,,,,,,,,,,,,,,,,,,,,33.323375502454624,23.776849302541958,79.90029875941326,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,676.0,6.0,86.0,5567.0,0.1,43.807000000000016,0.0,0.0,1381.182121038437,,,,,,,,,,,,,,,,,,,,,13.97646643482817,13.456968458402752,42.69036192008302,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,839.0,7.0,163.0,5730.0,0.1,68.1060000000001,0.0,0.0,1397.0456523895264,,,,,,,,,,,,,,,,,,,,,22.783235406436216,18.20511475598285,64.52131072889802,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,959.0,8.0,120.0,5850.0,0.1,62.30600000000002,0.0,0.0,1409.2512488365173,,,,,,,,,,,,,,,,,,,,,24.61450125883314,17.7252463001926,59.47114266312362,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1007.0,9.0,48.0,5898.0,0.1,31.606000000000016,0.0,0.0,1414.1655867099762,,,,,,,,,,,,,,,,,,,,,11.517671058383916,10.603878426401893,31.115351376599396,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1040.0,10.0,33.0,5931.0,0.1,13.906999999999993,0.0,0.0,1417.6932814121246,,,,,,,,,,,,,,,,,,,,,3.872160129415313,4.6072912713757335,13.806818546002756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1077.0,11.0,37.0,5968.0,0.1,15.107999999999992,0.0,0.0,1421.5119783878326,,,,,,,,,,,,,,,,,,,,,4.033289161575263,4.926352299955381,14.988730773838622,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1272.0,12.0,195.0,6163.0,0.1,111.10599999999992,0.0,0.0,1441.183852672577,,,,,,,,,,,,,,,,,,,,,47.37839498948079,31.25088924381694,102.07125341262312,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1333.0,13.0,61.0,6224.0,0.1,32.804000000000016,0.0,0.0,1447.2216691970825,,,,,,,,,,,,,,,,,,,,,12.00139970711155,9.481540266871145,32.136154791294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1403.0,14.0,70.0,6294.0,0.1,42.507999999999996,0.0,0.0,1454.2792627811432,,,,,,,,,,,,,,,,,,,,,16.302771986741284,13.66679724753084,41.44966383894215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1476.0,15.0,73.0,6367.0,0.1,42.806000000000004,0.0,0.0,1461.7729597091675,,,,,,,,,,,,,,,,,,,,,16.554034063527304,12.398019247145225,41.68087558365423,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1560.0,16.0,84.0,6451.0,0.1,50.906,0.0,0.0,1470.4648611545563,,,,,,,,,,,,,,,,,,,,,18.632587472274487,15.49086482182526,49.43969259783201,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1672.0,17.0,112.0,6563.0,0.1,71.80599999999998,0.0,0.0,1481.8584520816803,,,,,,,,,,,,,,,,,,,,,26.669869645992296,21.095468471985583,68.95681928139237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1942.0,18.0,270.0,6833.0,0.1,123.80600000000007,0.0,0.0,1508.7092838287354,,,,,,,,,,,,,,,,,,,,,56.06422120362601,29.871998070103256,108.88632403677052,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1994.0,19.0,52.0,6885.0,0.1,27.107000000000017,0.0,0.0,1514.024087190628,,,,,,,,,,,,,,,,,,,,,10.190456264182094,8.558599429843296,26.63033030454131,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2057.0,20.0,63.0,6948.0,0.1,42.105999999999995,0.0,0.0,1520.4622757434845,,,,,,,,,,,,,,,,,,,,,17.640778820815015,13.896180505475304,41.076743344233776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,28.0,1.0,28.0,6976.0,0.1,10.706999999999994,0.0,0.0,1872.0330021381378,,,,,,,,,,,,,,,,,,,,,2.9248656769951324,3.559675195891614,10.646385886431116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,126.0,2.0,98.0,7074.0,0.1,63.90599999999999,0.0,0.0,1882.1026544570923,,,,,,,,,,,,,,,,,,,,,28.460604018415626,19.91240222067924,61.239278123163494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,325.0,3.0,199.0,7273.0,0.1,129.0069999999999,0.0,0.0,1901.9848766326904,,,,,,,,,,,,,,,,,,,,,59.7299322467855,36.132770794928526,117.35533680115523,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,385.0,4.0,60.0,7333.0,0.1,40.006,0.0,0.0,1908.096045255661,,,,,,,,,,,,,,,,,,,,,14.41294336839559,13.291335238072667,39.219623425123096,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,692.0,5.0,307.0,7640.0,0.1,135.00599999999983,0.0,0.0,1938.0166265964508,,,,,,,,,,,,,,,,,,,,,59.07777531740794,32.44133245550355,117.10321229894143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,786.0,6.0,94.0,7734.0,0.1,51.306000000000026,0.0,0.0,1947.226568698883,,,,,,,,,,,,,,,,,,,,,17.416104568266675,16.25012157969684,49.7683731485068,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,863.0,7.0,77.0,7811.0,0.1,45.30600000000001,0.0,0.0,1955.1109991073608,,,,,,,,,,,,,,,,,,,,,16.105936193334628,13.722987602128356,44.15410697295215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,980.0,8.0,117.0,7928.0,0.1,49.90500000000003,0.0,0.0,1967.0173938274384,,,,,,,,,,,,,,,,,,,,,21.60865369795969,13.18374448707898,47.47168341248028,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1166.0,9.0,186.0,8114.0,0.1,113.70699999999985,0.0,0.0,1985.9002270698547,,,,,,,,,,,,,,,,,,,,,48.081840473046206,31.721574134862063,104.97361993827002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1308.0,10.0,142.0,8256.0,0.1,89.30599999999998,0.0,0.0,1999.9416682720184,,,,,,,,,,,,,,,,,,,,,36.272806990124884,25.023976884290494,84.32382473304362,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1428.0,11.0,120.0,8376.0,0.1,63.30600000000001,0.0,0.0,2011.9087126255035,,,,,,,,,,,,,,,,,,,,,27.900669172530023,17.555328147835873,60.07801565258595,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1658.0,12.0,230.0,8606.0,0.1,135.60799999999983,0.0,0.0,2035.3493614196777,,,,,,,,,,,,,,,,,,,,,55.37306721771804,37.74989614669909,123.11830803769227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1704.0,13.0,46.0,8652.0,0.1,14.706999999999988,0.0,0.0,2040.0471844673157,,,,,,,,,,,,,,,,,,,,,3.5784415225336796,4.33000649134238,14.571520158760812,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1779.0,14.0,75.0,8727.0,0.1,30.60600000000005,0.0,0.0,2047.5251848697662,,,,,,,,,,,,,,,,,,,,,9.717884887290568,8.6354431563793,29.93700270185422,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1807.0,15.0,28.0,8755.0,0.1,12.205999999999994,0.0,0.0,2050.3995571136475,,,,,,,,,,,,,,,,,,,,,3.552475177916659,4.144059881009181,12.130780124487186,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1941.0,16.0,134.0,8889.0,0.1,68.30600000000004,0.0,0.0,2063.802271127701,,,,,,,,,,,,,,,,,,,,,29.882045510015786,17.703274898718103,64.43060267640804,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2044.0,17.0,103.0,8992.0,0.1,75.90699999999998,0.0,0.0,2073.853482246399,,,,,,,,,,,,,,,,,,,,,30.358387363537606,23.478308496846115,72.92586490550177,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2212.0,18.0,168.0,9160.0,0.1,67.60700000000007,0.0,0.0,2090.2490730285645,,,,,,,,,,,,,,,,,,,,,31.06394921917264,16.850288474149345,62.51322045887632,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2279.0,19.0,67.0,9227.0,0.1,17.811000000000018,0.0,0.0,2097.0401134490967,,,,,,,,,,,,,,,,,,,,,5.8956699835003885,4.624214200124083,17.450874409049167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2335.0,20.0,56.0,9283.0,0.1,28.606000000000023,0.0,0.0,2102.6314735412598,,,,,,,,,,,,,,,,,,,,,10.349614543587085,9.278361570992,28.082558620240984,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,242.0,1.0,242.0,9525.0,0.1,156.80699999999985,0.0,0.0,2524.2453763484955,,,,,,,,,,,,,,,,,,,,,62.02051749577854,44.7790585383983,142.08205679756003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,456.0,2.0,214.0,9739.0,0.1,138.90699999999993,0.0,0.0,2545.237345933914,,,,,,,,,,,,,,,,,,,,,58.31193544615517,39.24080256596581,126.68148209723527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,532.0,3.0,76.0,9815.0,0.1,53.706999999999994,0.0,0.0,2552.9356722831726,,,,,,,,,,,,,,,,,,,,,20.807801404492132,16.98865298758299,52.230014893029754,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,679.0,4.0,147.0,9962.0,0.1,87.30700000000002,0.0,0.0,2567.3012561798096,,,,,,,,,,,,,,,,,,,,,34.451596511088816,23.81994789391205,82.40734760072377,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,761.0,5.0,82.0,10044.0,0.1,48.606,0.0,0.0,2575.6519441604614,,,,,,,,,,,,,,,,,,,,,18.58065433230439,14.727437364365535,47.176692553164806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,967.0,6.0,206.0,10250.0,0.1,138.206,0.0,0.0,2596.2288234233856,,,,,,,,,,,,,,,,,,,,,55.86623019537371,36.986166664333126,126.95133229300681,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,1104.0,7.0,137.0,10387.0,0.1,81.90599999999998,0.0,0.0,2609.4849219322205,,,,,,,,,,,,,,,,,,,,,38.22435810358725,24.609288057767593,76.82283178053785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1293.0,8.0,189.0,10576.0,0.1,110.30800000000005,0.0,0.0,2627.9731204509735,,,,,,,,,,,,,,,,,,,,,50.961805605125036,28.88453747435417,100.8778736099778,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1347.0,9.0,54.0,10630.0,0.1,27.505000000000013,0.0,0.0,2633.3576939105988,,,,,,,,,,,,,,,,,,,,,11.433934058958629,8.411203733792975,26.94142346632543,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1497.0,10.0,150.0,10780.0,0.1,73.30600000000003,0.0,0.0,2648.4832231998444,,,,,,,,,,,,,,,,,,,,,29.252792004646714,19.649169753494068,69.05612439196256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1563.0,11.0,66.0,10846.0,0.1,31.606000000000037,0.0,0.0,2655.1827969551086,,,,,,,,,,,,,,,,,,,,,10.674088756513772,9.608123245242437,30.9634059906454,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1665.0,12.0,102.0,10948.0,0.1,67.20599999999999,0.0,0.0,2665.2878127098083,,,,,,,,,,,,,,,,,,,,,29.49340705987236,20.213802370676593,64.32626067498234,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1721.0,13.0,56.0,11004.0,0.1,36.00599999999999,0.0,0.0,2670.8874983787537,,,,,,,,,,,,,,,,,,,,,13.832312970493096,11.312308256356703,35.30195908987304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1899.0,14.0,178.0,11182.0,0.1,115.90799999999999,0.0,0.0,2688.3649740219116,,,,,,,,,,,,,,,,,,,,,57.631123190334705,34.41368834426023,105.86127676437248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,2116.0,15.0,217.0,11399.0,0.1,124.70800000000001,0.0,0.0,2709.0392370224,,,,,,,,,,,,,,,,,,,,,58.72724631918675,35.799600920570725,112.18845226481393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2585.0,16.0,469.0,11868.0,0.1,318.7000000000003,0.0,0.0,2754.3468101024628,,,,,,,,,,,,,,,,,,,,,136.43911672553693,77.17940031586102,255.2202395145128,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2682.0,17.0,97.0,11965.0,0.1,63.806000000000004,0.0,0.0,2764.0332968235016,,,,,,,,,,,,,,,,,,,,,24.617065078063206,19.015232424309588,61.54116547721683,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2784.0,18.0,102.0,12067.0,0.1,60.806000000000004,0.0,0.0,2774.3714864254,,,,,,,,,,,,,,,,,,,,,24.62768454901108,17.63845554289935,58.41073924374913,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2897.0,19.0,113.0,12180.0,0.1,43.50700000000004,0.0,0.0,2785.744030714035,,,,,,,,,,,,,,,,,,,,,15.550620302832455,12.42608230152774,41.83340488213937,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2943.0,20.0,46.0,12226.0,0.1,26.705000000000016,0.0,0.0,2790.5014102458954,,,,,,,,,,,,,,,,,,,,,10.07863370219177,8.72372609618446,26.293944444644033,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,161.0,1.0,161.0,12387.0,0.1,127.60799999999998,0.0,0.0,3298.317850589752,,,,,,,,,,,,,,,,,,,,,55.445756075119135,37.58943854909663,118.91895225746856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,606.0,2.0,445.0,12832.0,0.1,243.49999999999932,0.0,0.0,3341.3597416877747,,,,,,,,,,,,,,,,,,,,,99.76983232937087,53.11950028059696,199.50122756733725,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,900.0,3.0,294.0,13126.0,0.1,209.2049999999999,0.0,0.0,3369.618834257126,,,,,,,,,,,,,,,,,,,,,86.61266127910372,55.967625426855975,184.1089112976275,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,1143.0,4.0,243.0,13369.0,0.1,182.80599999999998,0.0,0.0,3393.564220905304,,,,,,,,,,,,,,,,,,,,,76.62206955302646,47.79469954243167,164.5157039908925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,1388.0,5.0,245.0,13614.0,0.1,166.108,0.0,0.0,3418.3428926467896,,,,,,,,,,,,,,,,,,,,,74.00919426154712,44.89063361913645,148.2721434206189,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1460.0,6.0,72.0,13686.0,0.1,36.50899999999999,0.0,0.0,3425.463342666626,,,,,,,,,,,,,,,,,,,,,13.68946185512084,11.56499138382577,35.59451217627166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1516.0,7.0,56.0,13742.0,0.1,23.604000000000006,0.0,0.0,3431.023220539093,,,,,,,,,,,,,,,,,,,,,9.678093202102799,6.348576292140577,23.10822011268751,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1969.0,8.0,453.0,14195.0,0.1,313.60000000000025,0.0,0.0,3474.8919734954834,,,,,,,,,,,,,,,,,,,,,145.55869865692836,77.64278434148201,248.15797730504443,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,2082.0,9.0,113.0,14308.0,0.1,72.30799999999994,0.0,0.0,3485.920689344406,,,,,,,,,,,,,,,,,,,,,26.57815987424705,22.60633495876961,69.44348546164797,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,2164.0,10.0,82.0,14390.0,0.1,54.80799999999999,0.0,0.0,3493.8977377414703,,,,,,,,,,,,,,,,,,,,,20.86010419998548,17.104216418193513,53.20382590358246,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
